+-------------+--------------+----------------+-------------+------------+--------------+
|     I_O     | File_Size_MB | Buffer_size_MB | Write_Count | Read_Count | Time_Taken_s |
|    Write    |     400m     |      50m       |      1      |     8      |  0.219051s   |
|    Write    |     400m     |      50m       |      2      |     8      |  0.214784s   |
|    Write    |     400m     |      50m       |      3      |     8      |   0.20848s   |
|    Write    |     400m     |      50m       |      4      |     8      |  0.224737s   |
|    Write    |     400m     |      50m       |      5      |     8      |  0.217436s   |
|    Write    |     400m     |      50m       |      6      |     8      |  0.224165s   |
|    Write    |     400m     |      50m       |      7      |     8      |  0.216471s   |
| Total_Write |     400m     |      50m       |      8      |     8      |  0.215083s   |
|     Read    |     400m     |      50m       |      8      |     0      |  0.178274s   |
|     Read    |     400m     |      50m       |      8      |     1      |  0.192534s   |
|     Read    |     400m     |      50m       |      8      |     2      |  0.203033s   |
|     Read    |     400m     |      50m       |      8      |     3      |  0.193977s   |
|     Read    |     400m     |      50m       |      8      |     4      |  0.190953s   |
|     Read    |     400m     |      50m       |      8      |     5      |  0.192017s   |
|     Read    |     400m     |      50m       |      8      |     6      |  0.191653s   |
|     Read    |     400m     |      50m       |      8      |     7      |  0.193011s   |
|  Total_Read |     400m     |      50m       |      8      |     8      |  0.191932s   |
|  AIO_Write  |     400m     |      50m       |      8      |     8      |   1.45694s   |
|   AIO_Read  |     400m     |      50m       |      8      |     8      |   1.1053s    |
|  MMap_Write |     400m     |      50m       |      8      |     8      |   1.39236s   |
|  MMap_Read  |     400m     |      50m       |      8      |     8      |   1.12163s   |
| UMmap_Write |     400m     |      50m       |      8      |     8      |   1.36932s   |
|  UMmap_Read |     400m     |      50m       |      8      |     8      |   2.55745s   |
|    Write    |     500m     |      50m       |      0      |     1      |  0.196262s   |
|    Write    |     500m     |      50m       |      1      |     1      |  0.216981s   |
|    Write    |     500m     |      50m       |      2      |     1      |  0.222703s   |
|    Write    |     500m     |      50m       |      3      |     1      |  0.223095s   |
|    Write    |     500m     |      50m       |      4      |     1      |  0.219588s   |
|    Write    |     500m     |      50m       |      5      |     1      |  0.208082s   |
|    Write    |     500m     |      50m       |      6      |     1      |   0.2318s    |
|    Write    |     500m     |      50m       |      7      |     1      |  0.214572s   |
|    Write    |     500m     |      50m       |      8      |     1      |  0.223152s   |
|    Write    |     500m     |      50m       |      9      |     1      |  0.222948s   |
| Total_Write |     500m     |      50m       |      10     |     1      |  0.217918s   |
|     Read    |     500m     |      50m       |      10     |     0      |  0.190733s   |
|  Total_Read |     50m      |      50m       |      10     |     1      |  0.190733s   |
|  AIO_Write  |     500m     |      50m       |      10     |     1      |   1.73909s   |
|   AIO_Read  |     500m     |      50m       |      10     |     1      |  0.133929s   |
|  MMap_Write |     500m     |      50m       |      10     |     1      |   1.67912s   |
|  MMap_Read  |     500m     |      50m       |      10     |     1      |  0.149135s   |
| UMmap_Write |     500m     |      50m       |      10     |     1      |   1.72504s   |
|  UMmap_Read |     500m     |      50m       |      10     |     1      |   0.32098s   |
|    Write    |     500m     |      50m       |      0      |     2      |  0.198646s   |
|    Write    |     500m     |      50m       |      1      |     2      |  0.218515s   |
|    Write    |     500m     |      50m       |      2      |     2      |  0.222155s   |
|    Write    |     500m     |      50m       |      3      |     2      |  0.219909s   |
|    Write    |     500m     |      50m       |      4      |     2      |  0.232156s   |
|    Write    |     500m     |      50m       |      5      |     2      |  0.214114s   |
|    Write    |     500m     |      50m       |      6      |     2      |  0.222894s   |
|    Write    |     500m     |      50m       |      7      |     2      |  0.221093s   |
|    Write    |     500m     |      50m       |      8      |     2      |  0.227619s   |
|    Write    |     500m     |      50m       |      9      |     2      |  0.214896s   |
| Total_Write |     500m     |      50m       |      10     |     2      |   0.2192s    |
|     Read    |     500m     |      50m       |      10     |     0      |  0.183124s   |
|     Read    |     500m     |      50m       |      10     |     1      |  0.196364s   |
|  Total_Read |     100m     |      50m       |      10     |     2      |  0.189744s   |
|  AIO_Write  |     500m     |      50m       |      10     |     2      |   1.73806s   |
|   AIO_Read  |     500m     |      50m       |      10     |     2      |  0.274047s   |
|  MMap_Write |     500m     |      50m       |      10     |     2      |   1.69172s   |
|  MMap_Read  |     500m     |      50m       |      10     |     2      |  0.288645s   |
| UMmap_Write |     500m     |      50m       |      10     |     2      |   1.70214s   |
|  UMmap_Read |     500m     |      50m       |      10     |     2      |   0.65481s   |
|    Write    |     500m     |      50m       |      0      |     4      |  0.204101s   |
|    Write    |     500m     |      50m       |      1      |     4      |  0.216129s   |
|    Write    |     500m     |      50m       |      2      |     4      |  0.219346s   |
|    Write    |     500m     |      50m       |      3      |     4      |  0.214049s   |
|    Write    |     500m     |      50m       |      4      |     4      |  0.219343s   |
|    Write    |     500m     |      50m       |      5      |     4      |  0.216057s   |
|    Write    |     500m     |      50m       |      6      |     4      |  0.220113s   |
|    Write    |     500m     |      50m       |      7      |     4      |  0.344138s   |
|    Write    |     500m     |      50m       |      8      |     4      |  0.220629s   |
|    Write    |     500m     |      50m       |      9      |     4      |   0.20391s   |
| Total_Write |     500m     |      50m       |      10     |     4      |  0.227782s   |
|     Read    |     500m     |      50m       |      10     |     0      |  0.181682s   |
|     Read    |     500m     |      50m       |      10     |     1      |  0.195809s   |
|     Read    |     500m     |      50m       |      10     |     2      |  0.208931s   |
|     Read    |     500m     |      50m       |      10     |     3      |  0.192602s   |
|  Total_Read |     200m     |      50m       |      10     |     4      |  0.194756s   |
|  AIO_Write  |     500m     |      50m       |      10     |     4      |   1.73947s   |
|   AIO_Read  |     500m     |      50m       |      10     |     4      |  0.540132s   |
|  MMap_Write |     500m     |      50m       |      10     |     4      |   1.70535s   |
|  MMap_Read  |     500m     |      50m       |      10     |     4      |  0.562998s   |
| UMmap_Write |     500m     |      50m       |      10     |     4      |   1.8269s    |
|  UMmap_Read |     500m     |      50m       |      10     |     4      |   1.33259s   |
|    Write    |     500m     |      50m       |      0      |     6      |  0.193074s   |
|    Write    |     500m     |      50m       |      1      |     6      |  0.214525s   |
|    Write    |     500m     |      50m       |      2      |     6      |  0.209347s   |
|    Write    |     500m     |      50m       |      3      |     6      |  0.204098s   |
|    Write    |     500m     |      50m       |      4      |     6      |  0.221162s   |
|    Write    |     500m     |      50m       |      5      |     6      |  0.225364s   |
|    Write    |     500m     |      50m       |      6      |     6      |  0.227285s   |
|    Write    |     500m     |      50m       |      7      |     6      |  0.215063s   |
|    Write    |     500m     |      50m       |      8      |     6      |  0.224213s   |
|    Write    |     500m     |      50m       |      9      |     6      |  0.216964s   |
| Total_Write |     500m     |      50m       |      10     |     6      |   0.21511s   |
